LON,LAT,NUMBER,STREET
-134.4232959,58.2999632,,
-134.4234048,58.2999103,,
-134.4065885,58.3000267,105,Municipal Way
-134.426849,58.2997479,1300,W Ninth St
-134.4054432,58.2996894,210,Ferry Way
-134.4049867,58.2997983,194,S Franklin St
-134.4063361,58.299669,155,S Seward St
-134.4033546,58.2997829,,
-134.4201195,58.2994172,,
-134.4039151,58.2996211,231,S Franklin St
-134.4032219,58.2996555,242,Decker Way
-134.4187468,58.2993157,601,W Willoughby Ave
-134.4038239,58.2994676,241,S Franklin St
-134.4030905,58.2992429,263,S Franklin St
-134.4075619,58.2992429,14,Egan Dr
-134.4034479,58.2992116,257,S Franklin St
-134.4020029,58.2991711,,
-134.4027655,58.2991027,,
-134.4018538,58.2990593,,
-134.4026319,58.2989852,,
-134.4032182,58.2989678,289,S Franklin St
-134.4185231,58.2984029,,
-134.4012481,58.2986076,,
-134.4010305,58.2984518,,
-134.4009184,58.2977474,,
-134.4017646,58.2977687,383,S Franklin St
-134.4011482,58.2976961,412,Gastineau Ave
-134.4318052,58.2970502,,
-134.4344171,58.2972872,,
-134.4013344,58.2973254,431,S Franklin St
-134.4337381,58.2968936,3451,Douglas Hwy
-134.4010322,58.2971448,445,S Franklin St
-134.4008514,58.2971073,455,S Franklin St
-134.4000452,58.2966853,489,S Franklin St
-134.4338416,58.2962631,3360,Nowell Ave
-134.4342534,58.296341,3440,Nowell Ave
-134.3996405,58.2964571,,
-134.3994099,58.2950745,480,S Franklin St
-134.397348,58.2950122,,
-134.3941856,58.2935539,915,Thane Rd
-134.3980877,58.2945738,560,S Franklin St
-134.4290556,58.2928338,3150,Nowell Ave
-134.431883,58.2927018,3221,Foster Ave
-134.4325607,58.2926647,3224,Pioneer Ave
-134.4309249,58.292697,3190,Foster Ave
-134.38695,58.290177,1585,Thane Rd
-134.3926541,58.29126,950,Thane Rd
-134.4222772,58.2908178,2910,Douglas Hwy
-134.3897259,58.2897785,100,Mount Roberts St
-134.4223818,58.2899675,2810,John St
-134.4215241,58.2896629,2770,David St
-134.4292504,58.2892862,,
-134.4308671,58.2893446,3000,Blueberry Hills Rd S
-134.4221034,58.2893542,2800,Peters Ln
-134.4213666,58.2893744,2770,David St
-134.4204565,58.2892032,2767,David St
-134.4276696,58.2886031,,
-134.4222451,58.2889276,2803,Peters Ln
-134.4221212,58.288892,2764,John St
-134.4194089,58.2882743,,
-134.3858658,58.2884132,100,Mill St
-134.4205676,58.2881739,2715,John St
-134.4214918,58.288129,2901,Simpson Ave
-134.4183972,58.2881535,2631,Douglas Hwy
-134.3863802,58.2881201,120,Mill St
-134.3852721,58.2877191,101,Mill St
-134.4178083,58.2878157,2605,Douglas Hwy
-134.4216052,58.2876838,2890,Simpson Ave
-134.4215266,58.287651,2888,Simpson Ave
-134.420537,58.2876864,2634,John St
-134.3870562,58.2875416,1340,Eastaugh Way
-134.419945,58.2875656,2698,David St
-134.4191463,58.2875506,2695,David St
-134.4186185,58.2875016,,
-134.4178231,58.2874901,2603,Douglas Hwy
-134.4109246,58.2858976,2374,Old Lawson Creek Rd
-134.4110147,58.2856042,2350,Old Lawson Creek Rd
-134.4096097,58.2854318,2314,Old Lawson Creek Rd
-134.4105444,58.2853362,2358,Old Lawson Creek Rd
-134.4084463,58.2847459,,
-134.3735354,58.2833934,1585,Thane Rd
-134.4053279,58.2830409,1770,Capital View Ct
-134.4049679,58.282939,1764,Capital View Ct
-134.4063959,58.2829164,,
-134.4068266,58.2823702,1825,Douglas Hwy
-134.4061464,58.282605,,
-134.405728,58.2825149,,
-134.4045105,58.2824458,1755,Capital View Ct
-134.4053737,58.2823621,,
-134.3647019,58.2802667,,
-134.4038216,58.2815528,,
-134.4100197,58.2795232,,
-134.4021983,58.2806653,1702,Douglas Hwy
-134.3652373,58.279252,,
-134.4016369,58.2792136,1507,3rd St
-134.4012369,58.2800711,,
-134.3968972,58.2796379,,
-134.3971929,58.2794667,1403,1st St
-134.3968239,58.2792764,1315,1st St
-134.4028611,58.2787829,1535,5th St
-134.3994893,58.2788154,301,I St
-134.4029426,58.2785731,1525,5th St
-134.3980903,58.2785948,1316,3rd St
-134.3962707,58.278598,1216,2nd St
-134.3999825,58.2785534,1416,4th St
-134.3990406,58.2784873,1401,3rd St
-134.3971799,58.2784974,1303,2nd St
-134.3952534,58.2785595,,
-134.4027529,58.2783477,1515,5th St
-134.3994742,58.2783391,1408,4th St
-134.3956236,58.2783602,110,F St
-134.397536,58.278308,220,G St
-134.3986591,58.2782912,1315,3rd St
-134.3968068,58.2783093,1213,2nd St
-134.3951526,58.2782216,1116,2nd St
-134.3562584,58.2762741,2500,Thane Rd
-134.3990068,58.278104,317,H St
-134.3971673,58.2781159,1214,3rd St
-134.3980189,58.278048,1301,3rd St
-134.3961678,58.2780666,1201,2nd St
-134.3983644,58.2778632,1301,3rd St
-134.3995555,58.2778091,403,H St
-134.3966029,58.2778325,,
-134.3958837,58.2778281,201,F St
-134.3979214,58.2777109,1204,4th St
-134.394729,58.2778021,1102,2nd St
-134.3999182,58.2776138,411,H St
-134.3944518,58.2776578,1012,2nd St
-134.3962376,58.2776372,1112,3rd St
-134.3953413,58.2776491,,
-134.3991839,58.2774266,1302,5th St
-134.3934958,58.2775483,112,D St
-134.3973665,58.2774245,1204,4th St
-134.4006266,58.2772367,,
-134.3986291,58.2773308,1213,4th St
-134.3956984,58.2773526,1106,3rd St
-134.396513,58.277216,1115,3rd St
-134.3938603,58.2773523,112,D St
-134.3950021,58.2773727,1013,2nd St
-134.3949092,58.2773262,1013,2nd St
-134.3584696,58.2760872,2500,Thane Rd
-134.3989933,58.2771355,1214,5th St
-134.3953194,58.2771568,1016,3rd St
-134.4000742,58.2769467,1301,5th St
-134.3970515,58.2771083,1110,4th St
-134.3979823,58.2770919,402,F St
-134.3944018,58.277064,1001,2nd St
-134.3951346,58.2770612,1016,3rd St
-134.3971676,58.277039,1110,4th St
-134.3920759,58.277071,106,Dock St
-134.3924954,58.277032,903,1st St
-134.3963114,58.2769987,306,E St
-134.3995245,58.2768517,1213,5th St
-134.3977046,58.2768516,401,F St
-134.3940416,58.2768677,201,D St
-134.3947643,58.2768701,1016,3rd St
-134.3957567,58.2769214,1017,3rd St
-134.3993439,58.2767545,1211,5th St
-134.3959236,58.2768331,305,E St
-134.398529,58.2767992,1202,5th St
-134.3966695,58.2768213,314,E St
-134.3957027,58.2767561,1017,3rd St
-134.3999019,58.2766474,,
-134.3915515,58.2768608,824,Front St
-134.3925231,58.2767695,103,Bradley St
-134.3980687,58.2766562,411,F St
-134.3991605,58.2764609,,
-134.3971501,58.276564,406,E St
-134.3963239,58.2766176,315,E St
-134.3944871,58.2766293,916,3rd St
-134.3953334,58.2765638,,
-134.3925081,58.276598,827,Front St
-134.4016905,58.2761255,,
-134.3986169,58.2763624,503,F St
-134.3935984,58.2763179,804,3rd St
-134.3967799,58.2763717,1015,4th St
-134.3975143,58.2763681,412,E St
-134.3949643,58.2763706,915,3rd St
-134.3928603,58.27613,802,3rd St
-134.3958132,58.2763072,312,D St
-134.397145,58.2761754,413,E St
-134.3953031,58.2761889,311,D St
-134.398062,58.2760741,504,E St
-134.3962978,58.2760445,410,D St
-134.3944081,58.276082,907,3rd St
-134.3954262,58.2761214,313,D St
-134.3976835,58.2758851,1015,5th St
-134.3983176,58.2759364,,
-134.3957535,58.275657,409,D St
-134.3947533,58.2758965,312,C St
-134.3940676,58.2759277,,
-134.3917692,58.2758438,802,Front St
-134.3984999,58.2758395,514,E St
-134.3975017,58.2757915,1011,5th St
-134.3966627,58.2758485,1002,5th St
-134.3973161,58.2756954,1005,5th St
-134.3980566,58.2756846,,
-134.3943131,58.2757449,311,C St
-134.3971291,58.2755985,,
-134.394514,58.2756369,311,C St
-134.3934571,58.2756189,,
-134.3967311,58.2754236,915,5th St
-134.3949328,58.2754146,403,C St
-134.3975013,58.2753991,,
-134.3938465,58.2754382,314,B St
-134.3921669,58.275087,750,St Ann's Ave
-134.3930712,58.2754526,305,B St
-134.3878917,58.2734372,101,Savikko Rd
-134.3962676,58.2751849,903,5th St
-134.395293,58.2751224,421,C St
-134.3943804,58.2751301,801,4th St
-134.3936149,58.2751422,319,B St
-134.3958014,58.2749468,815,5th St
-134.3965339,58.2749426,,
-134.3940093,58.2749347,749,4th St
-134.3948499,58.274078,,
-134.3928201,58.274348,720,4th St
-134.3935725,58.2743358,724,5th St
-134.3933153,58.2741527,718,5th St
-134.3931995,58.2736094,,
-134.392828,58.2734168,,
-134.3897671,58.2730233,600,St Ann's Ave
-134.3902425,58.2728303,605,St Ann's Ave
-134.39009,58.2727609,,
-134.3905747,58.2727298,608,5th St
-134.3896769,58.2726407,403,Summers St
-134.3911608,58.272557,609,5th St
-134.3898303,58.2724069,528,5th St
-134.3908949,58.2724642,605,5th St
-134.3906073,58.272265,531,5th St
-134.3913485,58.2722204,510,Summers St
-134.388477,58.2722057,503,St Ann's Ave
-134.3904201,58.2721676,527,5th St
-134.388166,58.2720995,421,St Ann's Ave
-134.3909701,58.2720697,,
-134.389041,58.2706462,,
-134.3888999,58.2720271,506,5th St
-134.388448,58.2718705,424,5th St
-134.3891505,58.2716779,503,5th St
-134.3888002,58.2715736,,
-134.3894014,58.2714937,,
-134.3843625,58.2712305,206,St Ann's Ave
-134.389062,58.271361,,
-134.3881824,58.2710597,,
-134.384671,58.2708629,404,Treadwell St
-134.3843517,58.2705622,105,St Ann's Ave
-134.3849153,58.2706677,204,5th St
-134.3855492,58.2701568,,
-134.3825336,58.2698492,122,5th St
-134.3847797,58.2697848,,
-134.3837677,58.2696202,,
-134.3856019,58.269536,129,6th St
-134.3145074,58.2571744,4893,Thane Rd
-134.3897134,58.2881775,,
-134.491973,58.3519854,5235,Glacier Hwy
-134.5925452,58.3865036,9408,Long Run Dr
-134.5848124,58.3826753,3377,Park Pl
-134.7281571,58.3742344,15101,Glacier Hwy
-134.401745,58.2976052,301,Carrol Way
-134.3872306,58.2889827,1325,Eastaugh Way
-134.3930086,58.2773714,915,1st St
-134.3935528,58.2771196,912,2nd St
-134.5839989,58.3626273,9151,Glacier Hwy
-134.5830959,58.3619508,9101,Glacier Hwy
-134.5743594,58.393063,4122,Columbia Blvd
-134.7429521,58.3854029,,
-134.7442353,58.3854718,,
-134.7354279,58.3823222,15700,Auke Rec Bypass Rd
-134.7103195,58.3792416,15101,Glacier Hwy
-134.7071474,58.3778934,13010,Glacier Hwy
-134.7656361,58.433487,19600,Beardsley Way
-134.4955202,58.3576716,1721,Anka St
-134.4015187,58.2977121,313,Carrol Way
-134.4014444,58.2974929,411,S Franklin St
-134.4342789,58.2950256,211,Cordova St
-134.4036284,58.281451,1733,2nd St
-134.5891916,58.3623805,2105,Alex Holden Way
-134.4334837,58.2980678,,
-134.4326587,58.2978231,,
-134.5844349,58.4029656,,
-134.5835433,58.383473,3386,Park Pl
-134.5839122,58.382894,3380,Park Pl
-134.76642,58.3887794,,
-134.5918356,58.3665827,1997,Dunn St
-134.5014803,58.3568128,5875,Glacier Hwy
-134.6409305,58.3563265,1675,Fritz Cove Rd
-134.9435016,58.6361963,,
-134.9277755,58.6141179,,
-134.9313925,58.6332794,,
-134.6291061,58.3927525,11701,Mendenhall Loop Rd
-134.624473,58.3639408,,
-134.5863137,58.338727,,
-134.5763001,58.3381916,,
-134.5828535,58.3389021,,
-134.5816021,58.3631679,9040,Glacier Hwy
-134.5900243,58.3626393,,
-134.5887316,58.3622579,2085,Alex Holden Way
-134.5880965,58.362071,,
-134.5688929,58.3606145,,
-134.4545321,58.3206456,,
-134.4034645,58.3050341,,
-134.5034625,58.3482649,,
-134.6297997,58.3211076,,
-134.4527615,58.3207089,2170,Glacier Hwy
-134.3957257,58.2763558,312,D St
-134.4985667,58.330531,6756,Gray St
-134.4082711,58.3008552,119,Second St
-134.7970967,58.5205992,,
-134.4994944,58.3561034,5700,Concrete Way
-134.3748366,58.2825424,1540,Thane Rd
-134.7643041,58.3892684,17000,Island View Dr
-134.7654266,58.3892138,17001,Island View Dr
-134.7667315,58.3900164,17015,Island View Dr
-134.744833,58.3856815,,
-134.7267622,58.3886954,,
-134.5745048,58.3990602,4486,Chelsea Ct
-134.5745085,58.3991801,4488,Chelsea Ct
-134.7472887,58.3851014,,
-134.5772739,58.358743,,
-134.7504916,58.385514,16240,Pt Lena Loop Rd
-134.7493954,58.3856351,16200,Pt Lena Loop Rd
-134.748007,58.3860007,16250,Ocean View Dr
-134.7551089,58.38764,16430,Ocean View Dr
-134.7475278,58.3855943,16240,Ocean View Dr
-134.7524231,58.3879703,16400,Ocean View Dr
-134.5877655,58.3617376,,
-134.5287988,58.3581589,,
-134.4708393,58.3298571,3200,Hospital Dr
-134.4657329,58.3291103,2000,Salmon Creek Ln
-134.4684382,58.3289485,2000,Salmon Creek Ln
-134.631558,58.3924653,11805,Mendenhall Loop Rd
-134.3924329,58.2766978,103,Bradley St
-134.4086857,58.3007427,,
-134.4091017,58.3010013,,
-134.4278506,58.3041144,1255,Glacier Ave
-134.4264337,58.3038778,1591,Glacier Ave
-134.4246792,58.3028085,1591,Glacier Ave
-134.4069785,58.3026269,415,Fourth St
-134.5969987,58.3697699,9558,Glacier Hwy
-134.5963405,58.3696161,9550,Glacier Hwy
-134.802986,58.5277688,,
-134.7750281,58.4555988,,
-134.7552564,58.4179499,,
-134.7010398,58.3798483,3105,National Park Service Rd
-134.4131092,58.3046994,1001,Calhoun Ave
-134.5802441,58.3583824,1873,Shell Simmons Dr
-134.924778,58.6053841,,
-134.9277915,58.6088476,,
-134.605164,58.3687434,,
-134.5721809,58.3810529,3310,Tongass Blvd
-134.5719629,58.3809947,8615,Hayes Way
-134.7847198,58.4914144,24899,Amalga Harbor Rd
-134.7825436,58.4680939,21405,Glacier Hwy
-134.4141424,58.3032876,734,Goldbelt Ave
-134.6291183,58.3793952,10763,Glacier Hwy
-134.629558,58.3796907,10785,Glacier Hwy
-134.939438,58.6746437,40001,Glacier Hwy
-134.9037595,58.6633636,44000,Glacier Hwy
-134.9002959,58.6625057,44000,Glacier Hwy
-134.9062129,58.6614115,41005,Glacier Hwy
-134.9040433,58.6592038,,
-134.8994123,58.6592843,44000,Glacier Hwy
-134.9073615,58.6579307,,
-134.9592269,58.6447381,,
-134.8948426,58.6380352,,
-134.9133698,58.6327424,,
-134.9009356,58.6464604,,
-134.9026589,58.6356948,,
-134.9545408,58.6430874,,
-134.9535516,58.6429912,,
-134.9528055,58.6425408,,
-134.9521,58.6415408,,
-134.9105628,58.6173227,,
-134.9254248,58.616581,,Glacier Hwy
-134.9081597,58.5932365,,
-134.7802678,58.5818227,,
-134.8121698,58.5299141,28900,Glacier Hwy
-134.7898288,58.5177296,,
-134.7807859,58.5073372,25259,Glacier Hwy
-134.7794813,58.5068716,25255,Glacier Hwy
-134.768707,58.5067266,25050,Glacier Hwy
-134.7777595,58.5060491,25201,Glacier Hwy
-134.7741754,58.5049988,25115,Glacier Hwy
-134.7708489,58.50575,25040,Glacier Hwy
-134.7675519,58.5048111,25000,Glacier Hwy
-134.7669453,58.5027452,24850,Glacier Hwy
-134.7669322,58.5017195,24636,Glacier Hwy
-134.7669216,58.5010905,24632,Glacier Hwy
-134.7669211,58.5004416,24628,Glacier Hwy
-134.7668992,58.4997449,24624,Glacier Hwy
-134.7741956,58.4976242,24330,Amalga Harbor Rd
-134.7670434,58.4990899,24616,Glacier Hwy
-134.7670959,58.4984486,24600,Glacier Hwy
-134.7678068,58.497709,24590,Glacier Hwy
-134.7702495,58.497082,24545,Glacier Hwy
-134.9116601,58.4779266,,
-134.7688804,58.4964479,24540,Glacier Hwy
-134.7749173,58.4963442,,
-134.7751176,58.4952439,,
-134.7796367,58.4946162,,
-134.7870086,58.4935859,24874,Salt Lake Way
-134.779286,58.490279,,
-134.7724669,58.4913414,,
-134.7829132,58.4930307,,
-134.7878014,58.4912304,,
-134.7849078,58.4905083,25025,Amalga Harbor Rd
-134.7887057,58.4894588,25148,Amalga Harbor Rd
-134.7840463,58.4898475,25095,Amalga Harbor Rd
-134.7875599,58.4903778,,
-134.7848581,58.484718,,
-134.7865758,58.4888384,25120,Amalga Harbor Rd
-134.7877044,58.4884726,25200,Amalga Harbor Rd
-134.7874136,58.4878372,25240,Amalga Harbor Rd
-134.7739113,58.4878783,,
-134.7870779,58.4870772,25280,Amalga Harbor Rd
-134.7902993,58.4868659,25400,Amalga Harbor Rd
-134.7744907,58.4857196,,
-134.7878759,58.4866741,25344,Amalga Harbor Rd
-134.788256,58.4865763,25360,Amalga Harbor Rd
-134.7885904,58.4865164,25356,Amalga Harbor Rd
-134.7896975,58.4864855,25390,Amalga Harbor Rd
-134.7897425,58.486015,25380,Amalga Harbor Rd
-134.7889593,58.4864846,25342,Amalga Harbor Rd
-134.7888591,58.4828923,,
-134.7778595,58.4851639,23500,Glacier Hwy
-134.7774821,58.4785206,,
-134.7856409,58.4801285,23060,Glacier Hwy
-134.7824079,58.4789086,,
-134.782681,58.4784654,23001,Glacier Hwy
-134.782571,58.4781109,22891,Glacier Hwy
-134.7823569,58.4776956,22855,Glacier Hwy
-134.7819131,58.4773246,22811,Glacier Hwy
-134.7815133,58.4769617,22795,Glacier Hwy
-134.7768364,58.4764329,,
-134.7820256,58.4753736,22675,Glacier Hwy
-134.9148971,58.4687789,,
-134.8863097,58.4529214,,
-134.9060129,58.4607915,,
-134.8958176,58.4469367,,
-134.7668987,58.4428519,20200,Cohen Dr
-134.7676923,58.4427171,20180,Cohen Dr
-134.7688186,58.4425216,20147,Cohen Dr
-134.7667548,58.4424976,,
-134.7676307,58.4423279,20166,Cohen Dr
-134.766989,58.4420211,,
-134.769253,58.4419981,20143,Cohen Dr
-134.7680115,58.4415684,20140,Cohen Dr
-134.7667935,58.4416207,20123,Glacier Hwy
-134.7696644,58.4415017,20139,Cohen Dr
-134.7665925,58.4412169,,
-134.7699663,58.4410234,20135,Cohen Dr
-134.7678484,58.4409852,20136,Cohen Dr
-134.7676738,58.4405884,20134,Cohen Dr
-134.7701547,58.440611,20133,Cohen Dr
-134.7661991,58.4404161,20025,Glacier Hwy
-134.7697587,58.4403411,20131,Cohen Dr
-134.7674722,58.4401934,,
-134.7659851,58.4400184,,
-134.7657502,58.4396262,20003,Glacier Hwy
-134.7700398,58.439333,20015,Cohen Dr
-134.7655107,58.4392368,19951,Glacier Hwy
-134.7667216,58.4390306,19951,Glacier Hwy
-134.7700522,58.4388354,,
-134.7652699,58.4388438,,
-134.768333,58.4386917,20008,Cohen Dr
-134.7664642,58.4386407,,
-134.7699955,58.4384113,20007,Cohen Dr
-134.765026,58.438447,,
-134.7681798,58.4382901,,
-134.7662045,58.4382488,,
-134.7647455,58.4379876,,
-134.7699202,58.437992,19977,Cohen Dr
-134.7680171,58.4378868,19932,Cohen Dr
-134.7659061,58.4377948,,
-134.7698242,58.4375732,19933,Cohen Dr
-134.7683313,58.4373986,19330,Cohen Dr
-134.7670976,58.4371847,19928,Cohen Dr
-134.7697288,58.4371549,19929,Cohen Dr
-134.7641337,58.4369632,19661,Glacier Hwy
-134.7669236,58.4367926,19926,Cohen Way
-134.7696451,58.4367462,19925,Cohen Dr
-134.7681767,58.436578,19922,Cohen Dr
-134.7638572,58.4364619,19653,Glacier Hwy
-134.7696046,58.4363296,19921,Cohen Dr
-134.7669133,58.4359992,19880,Cohen Dr
-134.7636176,58.4359496,19601,Glacier Hwy
-134.7695747,58.4359155,19917,Cohen Dr
-134.7649025,58.4357851,,
-134.7659024,58.4357695,,
-134.7680331,58.435772,19914,Cohen Dr
-134.7695291,58.4355025,19913,Cohen Dr
-134.7673277,58.4354745,19894,Cohen Dr
-134.7681948,58.4353175,19899,Cohen Dr
-134.7654435,58.435202,19895,Cohen Dr
-134.7694128,58.4350967,19909,Cohen Dr
-134.7692902,58.4346933,19905,Cohen Dr
-134.7653876,58.4347586,19901,Cohen Dr
-134.7691944,58.4340569,,
-134.7657701,58.4344136,19935,Cohen Dr
-134.7632258,58.4341332,19555,Glacier Hwy
-134.765945,58.4340451,19965,Cohen Dr
-134.7658478,58.4337795,,
-134.7629731,58.43372,,
-134.7679037,58.4314284,,
-134.7628066,58.4334122,,
-134.7624441,58.4320297,19475,Glacier Hwy
-134.7600652,58.4315667,19430,Glacier Hwy
-134.7560162,58.4298975,,
-134.7622587,58.4317338,19435,Glacier Hwy
-134.7623434,58.4313612,,
-134.7618009,58.4311095,19415,Glacier Hwy
-134.7601913,58.4309948,19416,Glacier Hwy
-134.7592774,58.4306428,19324,Randall Rd
-134.7616231,58.430672,,
-134.7660242,58.4300902,19200,Williwaw Way
-134.7588994,58.4302869,,
-134.7614413,58.4303676,19327,Glacier Hwy
-134.7612599,58.430071,19323,Glacier Hwy
-134.7586262,58.4299178,19296,Randall Rd
-134.7610912,58.4297629,19319,Glacier Hwy
-134.7595462,58.4297011,19299,Randall Rd
-134.7583645,58.4295442,19294,Randall Rd
-134.7569568,58.4292697,19276,Randall Rd
-134.7609868,58.4294513,19315,Glacier Hwy
-134.7593243,58.4293805,19295,Randall Rd
-134.7579576,58.4292366,19280,Randall Rd
-134.7609001,58.429095,19305,Glacier Hwy
-134.7591619,58.4290208,19150,Bonnie Pl
-134.7567337,58.4287714,,
-134.7592056,58.4286346,,
-134.7580675,58.4286556,19191,Randall Rd
-134.7576529,58.4285281,19181,Randall Rd
-134.756606,58.4283788,19162,Randall Rd
-134.7667244,58.4282893,,
-134.7586978,58.4283067,19153,Bonnie Pl
-134.7579221,58.4282062,19161,Randall Rd
-134.7568164,58.4280033,19146,Randall Rd
-134.7601646,58.4279409,19155,Glacier Hwy
-134.757212,58.427676,19140,Randall Rd
-134.7599318,58.4276311,,
-134.7596801,58.427315,19105,Glacier Hwy
-134.7573481,58.4270983,19129,Randall Rd
-134.7594072,58.426986,19101,Glacier Hwy
-134.7571674,58.4267764,19025,Randall Rd
-134.7591436,58.4266804,19051,Glacier Hwy
-134.7569817,58.4264408,,
-134.7589037,58.4263819,19017,Glacier Hwy
-134.7586511,58.4260752,19013,Glacier Hwy
-134.7584516,58.4257873,19009,Glacier Hwy
-134.7583249,58.4255121,19005,Glacier Hwy
-134.757769,58.4135697,18175,Glacier Hwy
-134.7577888,58.4132619,18155,Glacier Hwy
-134.7578095,58.4129219,18125,Glacier Hwy
-134.7578314,58.4124999,18055,Glacier Hwy
-134.7551164,58.410003,,
-134.5938305,58.4118841,1139,Slim Williams Way
-134.5940604,58.4117945,1137,Slim Williams Way
-134.5942912,58.4117058,1135,Slim Williams Way
-134.5945309,58.4116125,1133,Slim Williams Way
-134.754731,58.4071507,,
-134.7581225,58.4072696,17895,Pt Stephens Rd
-134.7566688,58.4070387,17755,Glacier Hwy
-134.7603845,58.4069682,,
-134.758144,58.4067846,17840,Pt Stephens Spur Rd
-134.7563708,58.4065484,17725,Glacier Hwy
-134.7545245,58.406269,17720,Glacier Hwy
-134.7599052,58.4064971,17835,Pt Stephens Spur Rd
-134.7580065,58.4064269,17800,Pt Stephens Spur Rd
-134.7596522,58.4062562,17815,Pt Stephens Spur Rd
-134.7594801,58.4060501,,
-134.7578843,58.4061539,17794,Pt Stephens Spur Rd
-134.7565648,58.4058713,17717,Glacier Hwy
-134.7593814,58.4057851,17785,Pt Stephens Spur Rd
-134.7541421,58.4054803,,
-134.7579134,58.4057909,17790,Pt Stephens Spur Rd
-134.7593715,58.4054199,17745,Pt Stephens Spur Rd
-134.7567959,58.405355,17713,Glacier Hwy
-134.7579075,58.4052205,17730,Pt Stephens Spur Rd
-134.7594051,58.4050673,17735,Pt Stephens Spur Rd
-134.757031,58.4050436,17595,Glacier Hwy
-134.5938229,58.4062674,9688,Moraine Way
-134.6055299,58.403974,10200,Mendenhall Loop Rd
-134.5863808,58.4063311,5230,Terrace Pl
-134.5858303,58.406112,9476,Terrace Pl
-134.5844491,58.4061064,,
-134.5835972,58.4061476,9365,View Dr
-134.5826986,58.4061437,9355,View Dr
-134.5818334,58.4061825,9345,View Dr
-134.5808149,58.4061557,9335,View Dr
-134.7593803,58.4047454,17715,Pt Stephens Spur Rd
-134.5799887,58.4059772,9325,View Dr
-134.7579532,58.4047516,17720,Pt Stephens Spur Rd
-134.7573439,58.4045258,17575,Glacier Hwy
-134.579297,58.405776,9315,View Dr
-134.5941829,58.4057932,9687,Moraine Way
-134.7579939,58.4043946,,
-134.7594561,58.4044034,17705,Pt Stephens Spur Rd
-134.593882,58.4054359,9683,Moraine Way
-134.5786079,58.4055468,9305,View Dr
-134.5933156,58.4053686,9679,Moraine Way
-134.7523219,58.4038118,9014,Cove View Pl
-134.7590985,58.4040011,17701,Pt Stephens Spur Rd
-134.5925809,58.4053328,9675,Moraine Way
-134.5916884,58.4052955,9635,Moraine Way
-134.5908078,58.4052824,9605,Moraine Way
-134.5899998,58.4052792,9565,Moraine Way
-134.5813599,58.4053655,9350,View Dr
-134.5820539,58.4054054,9360,View Dr
-134.5891719,58.4053004,9515,Moraine Way
-134.5882848,58.4053258,9499,Moraine Way
-134.5874366,58.4053631,9493,Moraine Way
-134.5828334,58.4054114,9370,View Dr
-134.580748,58.4051869,9340,View Dr
-134.5778472,58.4052335,9301,View Dr
-134.7588368,58.4035768,17557,Glacier Hwy
-134.756273,58.4035115,17461,Andreanoff Dr
-134.584719,58.4049936,9380,Mendenhall Loop Rd
-134.5800693,58.4050387,9324,View Dr
-134.5793409,58.4048771,9310,View Dr
-134.7558427,58.4029292,17429,Andreanoff Dr
-134.7583703,58.4032676,17525,Glacier Hwy
-134.5784304,58.4047307,9300,View Dr
-134.7531799,58.4034104,17421,Christine Ave
-134.7518081,58.4033567,17411,Christine Ave
-134.5921856,58.4043227,9655,Mendenhall Loop Rd
-134.7538382,58.4032569,9000,Cove View Pl
-134.7524092,58.4032176,,
-134.5916847,58.4043014,9645,Mendenhall Loop Rd
-134.7588406,58.403,,
-134.7529271,58.4030981,17415,Christine Ave
-134.7582203,58.4027351,17495,Glacier Hwy
-134.7535684,58.4029295,17416,Christine Ave
-134.7514485,58.4028992,17400,Christine Ave
-134.7540711,58.4027684,17410,Andreanoff Dr
-134.7520657,58.402753,,
-134.7554397,58.4024873,17417,Andreanoff Dr
-134.752614,58.402628,17408,Christine Ave
-134.7531832,58.4025336,,
-134.7578041,58.4023617,17465,Glacier Hwy
-134.7522395,58.402249,17340,Andreanoff Dr
-134.7537313,58.4023631,,
-134.7550404,58.4020667,17370,Glacier Hwy
-134.7518948,58.4018315,17300,Andreanoff Dr
-134.7572773,58.4019647,17445,Glacier Hwy
-134.7515086,58.4014214,17280,Andreanoff Dr
-134.7510683,58.401025,17270,Andreanoff Dr
-134.7559356,58.4008904,17345,Glacier Hwy
-134.7506666,58.4006282,17250,Andreanoff Dr
-134.7555324,58.4005019,17295,Glacier Hwy
-134.7532962,58.4004444,17270,Glacier Hwy
-134.7500393,58.4003351,17240,Andreanoff Dr
-134.6078139,58.4013526,10390,Mendenhall Loop Rd
-134.7526137,58.3999425,17245,Andreanoff Dr
-134.754961,58.4001382,17265,Glacier Hwy
-134.6080124,58.401088,10392,Mendenhall Loop Rd
-134.7506466,58.4000528,17230,Andreanoff Dr
-134.7495418,58.3997921,17216,Andreanoff Dr
-134.6080741,58.4008955,10394,Mendenhall Loop Rd
-134.754576,58.3998627,17245,Glacier Hwy
-134.5873834,58.4009144,9586,Whitewater Ct
-134.5597688,58.4014022,8318,Gladstone St
-134.6081643,58.4006515,10396,Mendenhall Loop Rd
-134.5592104,58.4013978,8314,Gladstone St
-134.558634,58.4013977,8310,Gladstone St
-134.5580713,58.4013982,8306,Gladstone St
-134.7543009,58.3996829,17225,Glacier Hwy
-134.5575321,58.4013965,8302,Gladstone St
-134.5565073,58.4015152,4543,Glacier Spur Rd
